facility id,notification,Attorney,Total,url,violation_data,equipment
137767,P64509,INT,4500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64509&notice_type=NOV&fac_id=137767,ALLOWING TRACKOUT TO EXTEND 25 FEET OR MORE IN CUMULATIVE LENGTH FM THE POINT OF ORIGIN FM AN ACTIVE OPERATION.,
131892,P63056,INT,2000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63056&notice_type=NOV&fac_id=131892,OPERATING A GASOLINE DISPENSING FACILITY CONTRARY TO PERMIT CONDITIONS: FAILURE TO RECORD ALL ISD ALARMS ON A LOG; MANUALLY CLEARING ALARMS WITHOUT PROOF OF REPAIR.,
8451 ,P49174,TRB,8500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P49174&notice_type=NOV&fac_id=8451 ,FACILITY ALTERED THE PERMITTED LEAD AND KIRKSITE CRUCIBLES WITHOUT FIRST OBTAINING WRITTEN AUTHORIZATION FOR SUCH CONSTRUCTION; OPERATED A STATIONARY DIESEL ICE WITHOUT A PERMIT; FAILED TO PERFORM WEEKLY CLEARING OF VEHICULAR OR FOOT TRAFFIC SURFACES;,FAILED TO MAINTAIN A LOG OF HOUSEKEEPING ACTIVITIES COMPLETED.  OPERATED A LEAD POT FURNACE WITHOUT A PERMIT.
8451 ,P51526,TRB,8500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P51526&notice_type=NOV&fac_id=8451 ,R203(a)-OPERATING AN 8000 LBS LEAD POT WITHOUT A PERMIT. R1407(f)(1)-NOT SUBMITTING A R1407 COMPLIANCE PLAN.  R1407(e)(2)&R1420;(e)(4)-NOT STORING DUST FORMING MATERIAL SUCH AS DROSS IN AN ENCLOSED AREA.  R1420(i)(L)-NOT MAINTAINING RECORDS OF QUANTITY OF,LEAD MELTED & LEAD CONTENT OF MATERIAL.  R1420(i)(3)-NOT MAINTAINING HOUSEKEEPING RECORDS.
8451 ,P51527,TRB,8500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P51527&notice_type=NOV&fac_id=8451 ,"NOT KEEPING RECORDS OF TOTAL WEIGHT OF LEAD CHARGED TO THE POT PER F55667 COND. 7;  VIOLATING R1420 COMPLIANCE PLAN, COND. 2, NOT STORING IN ENCLOSED AREAS OR CONTAINERS DUST-FORMING MATERIALS; COND. 5-NOT KEEPING RECORDS TO VERIFY A, QUANTITIES OF EACH","LEAD -CONTAINING MATERIAL, USAGE, ANALYSIS, OR OTHER VERIFICATION TO INDICATE LEAD CONTENT & LEAD USAGE, UPDATED ANNUALLY; B. HOUSEKEEPING ACTIVITIES; NOT COMPLYING WITH R1420 COMPLIANCE PLAN."
169678,P61110,NSF,10000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61110&notice_type=NOV&fac_id=169678,"A PERSON SHALL CONSTRUCT AND OPERATE A TITLE V FACILITY AND ALL EQUIPMENT LOCATED AT A TITLE V FACILITY IN COMPLIANCE WITH ALL TERMS, REQUIREMENTS AND CONDITIONS SPECIFIED IN THE TITLE V PERMIT AT ALL TIMES.",(FAILURE TO MAINTAIN RECORDS AND EXCEEDING THE CONCENTRATION LIMIT OF PERMITTED TANKS).
43525 ,P64804,BBB,30780.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64804&notice_type=NOV&fac_id=43525 ,Failure to surrender emission reduction credits within 6 months of an approved emission reduction strategy.,
43525 ,P60301,BBB,30780.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60301&notice_type=NOV&fac_id=43525 ,Failure to pay filing fees with their Rule 2202 emission reduction strategies - registration.  A Notice to Comply was previously issued.,
160879,P58283,MJR,4400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58283&notice_type=NOV&fac_id=160879,"OPERATING A GASOLINE DISPENSING  FACILITY WITH MAJOR DEFECTS AND CONTRARY TO CARAB EXECUTIVE ORDERS AND MANUFACTURER'S SPECIFICATIONS: A) NOZZLES #3, 4 & 8 HAVE FAULTY INSERTION INTERLOCK MECHANISMS B) TORN MAIN HOSE ON PUMPS #1, 8 & 10.",
150530,P61674,TRB,2800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61674&notice_type=NOV&fac_id=150530,"conducting vapor recovery test without obtaining AQMD authorization/confirmation number, failure to submit pass/fail summary to aqmd within 72 hours of test, failure to submit full test results to AQMD within 14 days of test",
