facility id,notification,Attorney,Total,url,violation_data,equipment
115663,P52179,JMP,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52179&notice_type=NOV&fac_id=115663,The facility failed to comply with the permit condition in which Device D11 and D13 exceeded the NOx emission limit of 7ppmv.,D11 and D13
115663,P52185,JMP,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52185&notice_type=NOV&fac_id=115663,"The facility failed to comply with the permit conditions D12.3, D12.5 and D12.6 to conduct calibrations once every 12 months.",D11
115663,P52185,FAC,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52185&notice_type=NOV&fac_id=115663,"The facility failed to comply with the permit conditions D12.3, D12.5 and D12.6 to conduct calibrations once every 12 months.",D11
115663,P52185,INT,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52185&notice_type=NOV&fac_id=115663,"The facility failed to comply with the permit conditions D12.3, D12.5 and D12.6 to conduct calibrations once every 12 months.",D11
121669,P54847,NAS,8000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54847&notice_type=NOV&fac_id=121669,exceeded the 20-hr permit limit for maintenance and testing and for violating AQMD Rule 1470,emergency ICE under P/O#R-F49690 and P/O#R-F49685
121669,P62450,NAS,8000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62450&notice_type=NOV&fac_id=121669,"Exceed the 20 hr limit on maintenance and testing limit in 2012, failure to maintain engine operating log",emergency ICE
166553,P58144,NAS,4000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58144&notice_type=NOV&fac_id=166553,Operating a gasoline dispensing facility with a major defect. Operating contrary to manufacturer specifications and CARB certification-HIRT indicator panel shows processor is off and power lamp is not lit.,
166553,P58143,NAS,4000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58143&notice_type=NOV&fac_id=166553,Operating a gasoline dispensing facility with a major defect. Operating contrary to permit condition #2. Operating a gasoline dispensing facility contrary to manufacturer specifications and CARB certification-visible opening on the long hose of pump #8,
166553,P58145,NAS,4000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58145&notice_type=NOV&fac_id=166553,"Operating contrary to permit condition #23 of permit N26230: Exceeding set thruput limit for gasoline which was set at a maximum of 50,000 gallons of gasoline per calendar month.",
800234,P60020,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60020&notice_type=NOV&fac_id=800234,"Failing to submit the Form 500-SAM for January 1 - June 30, 2012 by the due date of 08/31/12",
800234,P56365,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56365&notice_type=NOV&fac_id=800234,"Failing to submit Forms 500-SAM for 2008 first and second semesters and Form 500-ACC for 2008 calendar year  Operating two diesel emergency engines, P/O D71638 and D71639, in excess of 30 hours for maintenance and testing purposes",Two diesel emergency engines
800234,P56387,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56387&notice_type=NOV&fac_id=800234,Failing to timely submit Form 500-ACC for 2009 calendar year,
800234,P53810,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53810&notice_type=NOV&fac_id=800234,"1) Exceeding the hourly and daily limits set for the incinerator P/O D03504; 2) Exceeding the annual limit of hours for the maintenance and testing of the four diesel emergency engines P/O D71638, D71639, F10748, and F10749; 3) Operating a not certified",CEMS installed on the two natural gas/diesel turbines D69722 and D69723
800234,P53831,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53831&notice_type=NOV&fac_id=800234,Exceeding the 30 hours allowed for maintenance and testing purposes during the 2008 calendar year  Not maintaining an operating log as required by Condition no. 7 of P/O,One diesel-fueled internal combustion engine driving an emergency electrical generator
800234,P53827,TRB,15000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53827&notice_type=NOV&fac_id=800234,Continuing operating a continuous emission monitoring system without certification (Permits to Operate D69722 and D69723),Two natural gas/diesel turbines
140583,P59463,KCM,2600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59463&notice_type=NOV&fac_id=140583,"exceeding the monthly and yearly gasoline throughput limit on equipment N15609 for 2010, 2011, and 2012",gasoline storage and dispensing
107891,P58935,NAS,14000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58935&notice_type=NOV&fac_id=107891,"For three boilers: failure to submit application for permits to construct by January 1, 2011 and to achieve full compliance with 9 ppm NOx emissions limit by January 1, 2012. Failed to perform timely portable Analyzer test.",Rule 1146.1 boiler
158821,P58370,NAS,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58370&notice_type=NOV&fac_id=158821,"Operating a GDF without a valid Permit to Operate. Operating a GDF with major defects, ""visible openings"": #5 whip hose 1"" cut; #5 main hose 1/4"" cut; #5 main hose 1"" cut at nozzle; #4 whip hose 1"" cut; #3 whip hose 1 1/2 cut; #1 whip hose 1"" cut.",Failure to maintain components nozzles #4 and #1 (faulty insertion interlock mechanisms)
158821,P58370,FAC,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58370&notice_type=NOV&fac_id=158821,"Operating a GDF without a valid Permit to Operate. Operating a GDF with major defects, ""visible openings"": #5 whip hose 1"" cut; #5 main hose 1/4"" cut; #5 main hose 1"" cut at nozzle; #4 whip hose 1"" cut; #3 whip hose 1 1/2 cut; #1 whip hose 1"" cut.",Failure to maintain components nozzles #4 and #1 (faulty insertion interlock mechanisms)
158821,P58370,INT,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58370&notice_type=NOV&fac_id=158821,"Operating a GDF without a valid Permit to Operate. Operating a GDF with major defects, ""visible openings"": #5 whip hose 1"" cut; #5 main hose 1/4"" cut; #5 main hose 1"" cut at nozzle; #4 whip hose 1"" cut; #3 whip hose 1 1/2 cut; #1 whip hose 1"" cut.",Failure to maintain components nozzles #4 and #1 (faulty insertion interlock mechanisms)
158821,P58377,INT,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58377&notice_type=NOV&fac_id=158821,"Operating a gasoline dispensing facility with hoses #1, #3 and #5 with backwards installed liquid removal devices.",
132368,P58349,NSF,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58349&notice_type=NOV&fac_id=132368,Failing to timely submit Title V Permit Application,
170922,P57630,JMP,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57630&notice_type=NOV&fac_id=170922,Sale of non-compliant adhesive for use within the District.,
102153,P59460,JMP,10000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59460&notice_type=NOV&fac_id=102153,"Failure to conduct source test, RATA test, system bias test, Ammonia slip test.  Failure to track appropriate CEMS data, submit quarterly report, source test, report emissions exceedances.","Cogeneration (cogen) system comprised of two Internal Combustion Engines (ICEs), Air Pollution Control Systems (APCs) with Selective Catalytic Reduction (SCR), and Continuous Emissions Monitoring System (CEMS)."
159155,P57664,NAS,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57664&notice_type=NOV&fac_id=159155,Exceeded provided character space.  Please view the report tab/inspector comments below.  Thank you.,lubricating oil storage tank
1334 ,P52336,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52336&notice_type=NOV&fac_id=1334 ,Failure maintain adequate daily recordkeeping requirements per Rule 1162 and 109. Operating equipment located at a Title V facility without first obtaining a Title V permit revision that allows such operations. Failure to timely submit Semi-Annual Monitor,"Resin Chopper Guns, HVLP sprayguns"
1334 ,P52251,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52251&notice_type=NOV&fac_id=1334 ,"Later SAM, ACC, Recordkeeping, 203a",
129286,P57303,KCM,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57303&notice_type=NOV&fac_id=129286,"Failure to submit Risk Reduction Plan, failiure to conduct and record leak checks, failure to complete ATCM-required refresher course every 3 years after completion of initial environmental training, no record of cooling coil cleaning.",
12505 ,P56896,KCM,3600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56896&notice_type=NOV&fac_id=12505 ,Operating boilers with a rated heat input capacity > 2 mmbtu/hr and < 5 mmbtu/hr contrary to the schedule specified in (c)(2).  Operating such units contrary to the NOx emission limit of 9 ppm by 1/1/2012.  Failure to apply for a P/C to operate such units,natural gas fired boilers rated at 2.34 MMBTU/HR
12505 ,P56896,INT,3600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56896&notice_type=NOV&fac_id=12505 ,Operating boilers with a rated heat input capacity > 2 mmbtu/hr and < 5 mmbtu/hr contrary to the schedule specified in (c)(2).  Operating such units contrary to the NOx emission limit of 9 ppm by 1/1/2012.  Failure to apply for a P/C to operate such units,natural gas fired boilers rated at 2.34 MMBTU/HR
164800,P60200,INT,850.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60200&notice_type=NOV&fac_id=164800,OPERATING VAPOR RECOVERY EQUIPMENT WITH MAJOR DEFECTS; FAILURE TO OPERATE AND MAINTAIN VAPOR RECOVERY EQUIPMENT ACCORDING TO CARB EXECUTIVE ORDERS AND EQUIPMENT ACCORDING MANUFACTURER SPECIFICATIONS: TORN WHIPHOSE ON #7 AND FAULTY INSERTION INTERLOCK ON,NOZZLE #3
168340,P58410,INT,1200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58410&notice_type=NOV&fac_id=168340,"1.	Operating a powder coating booth without a valid permit to operate
2.	Failure to maintain daily records of operations for coatings and solvents",
