facility id,notification,Attorney,Total,url,violation_data,equipment
169585,P59782,INT,420.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59782&notice_type=NOV&fac_id=169585,"Operating a gasoline dispensing facility with a major defect. ""visible opening"" main hose # 7 had multiple small holes.",
124427,P61659,INT,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61659&notice_type=NOV&fac_id=124427,Operating a gasoline dispensing facility contrary to CARB cert; only 2 gasoline storage tanks are being monitored by INCON ISD -site has 3 gasoline storage tanks,
39245 ,P60803,INT,810.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60803&notice_type=NOV&fac_id=39245 ,1. OPERATING A GASOLINE DISPENSING FACIITY WITH MAJOR DEFECTS: POPPET ON 89 GRADE TANK IS INOPERATIVE 2. AND CONTRARY TO CARB EXECUTIVE ORDERS AND MANUFACTURERS SPECIFICATIONS: FAULTY INSERTION INTERLOCK MECHANISMS ON #3 AND #8 NOZZLES.,
177741,P62479,INT,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62479&notice_type=NOV&fac_id=177741,operating a wood fired charboiler without an active Rule 222 registration,charboiler
177741,P62479,FAC,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62479&notice_type=NOV&fac_id=177741,operating a wood fired charboiler without an active Rule 222 registration,charboiler
162539,P62345,INT,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62345&notice_type=NOV&fac_id=162539,"Operating a gasoline dispensing facility contgrary to Permit N25367 - exceeded monthly gasoline throughput limit in Oct 2013, March 2014, and May 2014",
170032,P62434,INT,600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62434&notice_type=NOV&fac_id=170032,OPERATING UNDERGROUND STORAGE TANKS THAT ARE NOT CARB  CERTIFIED. OPERATING THE VAPOR RECOVERY SYSTEM CONTRARY TO THE MANUFACTUER SPECS AND APPLICABLE CARB EXEC ORDERS (DROP TUBES IN 91 AND 87 MIDDLE TANK) ARE NOT CERTIFIED TO BE USED WITH A PHILTILE SYS.,
124640,P59778,INT,420.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59778&notice_type=NOV&fac_id=124640,Failure to manitain component according to manufacturers specification: nozzle #2 (SN-GS-43937) has a faulty insertion interlock mechanism.,
170585,P59368,INT,1120.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59368&notice_type=NOV&fac_id=170585,"Operating an engine rated at 519 bhp, Caterpillar, Mod 3406B without a valid permit to operate. Operating a Caterpillar engine rated at 519 bhp within 100 meters (328 ft) of a school without reducing diesel PM emissions as required.",
174130,P61499,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61499&notice_type=NOV&fac_id=174130,Operating contrary to permit conditions:  Failure to record alarm event information; manually clearing alarms without proof of repair. Failure to provide records-test records. Failure to provide records-test records. Failure to conduct reverification test,12 months after last successful test.
