facility id,notification,Attorney,Total,url,violation_data,equipment
148839,P61181,VKT,150.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61181&notice_type=NOV&fac_id=148839,Operating a petroleum solvent dry cleaning equipment without an active Permit to Operate,Petroleum solvent dry cleaning equipment
148839,P61182,VKT,150.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61182&notice_type=NOV&fac_id=148839,Continuing to operate a petroleum solvent dry cleaning system without an active Permit to Operate,Petroleum solvent dry cleaning system
182026,P61182,VKT,3500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61182&notice_type=NOV&fac_id=182026,Continuing to operate a petroleum solvent dry cleaning system without an active Permit to Operate,Petroleum solvent dry cleaning system
173007,P64651,VKT,2310.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64651&notice_type=NOV&fac_id=173007,OPERATING GASOLINE DISPENSING FACILITY WITHOUT ACTIVE PERMIT TO OPERATE. RESUMING OPERATING OF GASOLINE DISPENSING FACILITY WITHOUT SUCCESSFULLY PASSING THE TP201.5 & HEALY DISPENSER LINE INTEGRITY TEST - FAILED 02/15/2016. FAILURE TO CONDUCT/SUCCESSFULLY,"PASS REVERIFICATION TESTS ANNUALLY FOR 2015.. OPERATING GASOLINE DISPENSING FACILITY WITH MAJOR DEFECT/CONTRARY TO MANUFACTURER'S SPECS/CARB CERT. FAILURE TO MAINTAIN/PROVIDE INSPECTION, REPAIR, TESTING RECORDS."
128980,P63211,VKT,2000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63211&notice_type=NOV&fac_id=128980,OPERATING A GASOLINE DISPENSING FACILITY WITHOUT A VALID PERMIT TO OPERATE - PERMIT DESCRIPTION IS INCORRECT.,
177968,P64963,VKT,750.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64963&notice_type=NOV&fac_id=177968,461(c)(2)(B) _ Failure to maintain and operate Phase II according to manufacture specification and CARB EO.  (c)(3)(P) _ Operating a gasoline dispensing facility with a major defect _ Vapor processor in manual mode.  H&S; Code 41960.2(a) _ Failure to,maintain equipment in good working condition.
174624,P64955,VKT,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64955&notice_type=NOV&fac_id=174624,"OPERATING A GASOLINE DISPENSING FACILITY WITHOUT A VALID PERMIT. - FACILITY FAILED TO: MODIFIED EQUIPMENT WITHIN THE ALLOWABLE ONE YEAR FROM PERMIT # N29266 ISSUE DATE (12/21/14) OR REINSTATE THE OLD PERMIT, OR REQUEST AN EXTENSION.",
172190,P63037,VKT,1645.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63037&notice_type=NOV&fac_id=172190,Operating a gasoline dispensing facility with an invalid permit. (Site has 3 gas tanks not 4). Failure to conduct a performance test within 10 calendar days after initial operation of dispensing fuel. Manually clearing alarms without proof/documentation,of repair.
159150,P59683,VKT,1340.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59683&notice_type=NOV&fac_id=159150,"Operation of an aboveground storage tank (AST) without a CARB certified Phase I vapor recovery system [Enhanced Vapor Recovery (EVR)];
Failure to submit monthly throughput records for 2015 and 2016;
Failure to conduct annual reverification test in same",AST
175074,P60682,VKT,375.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60682&notice_type=NOV&fac_id=175074,Failure to conduct an annual reverification test for a gasoline dispensing system.,
132784,P59684,VKT,1260.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59684&notice_type=NOV&fac_id=132784,"failure to have cooling colis cleane din the past 2 years by a certified technician. failure to have main door, still door, button trap and lint trap gskets replaced in past 2 years. failure to complete atcm certification.",perp dry cleaner
559,P60529,VKT,1890.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60529&notice_type=NOV&fac_id=559,"R401(b)(1)(B):  VEE > 20% opacity, more than 3 minutes in one hour.",decorating lehr oven
152574,P65351,VKT,1800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P65351&notice_type=NOV&fac_id=152574,Failure to meet diesel PM standard for engines located near school grounds. Operation of ICE when school is in session for non_emergency use. ICE usage log did not document all hours of operation and nature of use.,Diesel ICE
121485,P64156,VKT,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64156&notice_type=NOV&fac_id=121485,failure to conduct annual vapor recovery reverification tests in 2015,AST and GDF
148882,P64158,VKT,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64158&notice_type=NOV&fac_id=148882,failure to conduct annual vapor recovery reverification testing in 2015,AST and GDF
133591,P64160,VKT,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64160&notice_type=NOV&fac_id=133591,failure to conduct annual vapor recovery reverification testing in 2015,AST and GDF
17722,P61573,VKT,1650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61573&notice_type=NOV&fac_id=17722,Operation of three boilers with modified burners without submitting modofication applications,
130235,P64061,VKT,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64061&notice_type=NOV&fac_id=130235,Operating spray booth without a permit to operate.,
136148,P62908,VKT,250.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62908&notice_type=NOV&fac_id=136148,Failure to submit the application for renewing the permit less than 180 days prior to permit expiration date,Title V permit renewal application.
136173,P60866,VKT,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60866&notice_type=NOV&fac_id=136173,Failure to submit a Title V permit renewal at least 180 days prior to expiration of permit.,Title V
175840,P63113,VKT,850.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63113&notice_type=NOV&fac_id=175840,INSTALLING PHSE 1 AND 2 VAPOR RECOVERY SYSTEM WITHOUT VALID PERMIT TO OPERATE FROM AQMD. FAILURE TO PROPERLY INSTALL CARB CERTIFIED PHASE 1 VAPOR RECOVERY SYSTEM.,.
175840,P36745,VKT,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P36745&notice_type=NOV&fac_id=175840,A PERSON SHALL NOT INSTALL ANY EQUIPMENT WITHOUT WRITTEN AUTHORIZATION FROM EXECUTIVE OFFICER. INSTALLED VR201 A PHASE II VAPOR RECOVERY SYSTEM WITHOUT PERMIT TO CONSTRUCT.,
176411,P63121,VKT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63121&notice_type=NOV&fac_id=176411,"FAILURE TO: SHOW COMPLIANCE BY OPERATING SITE W/O PROPER MAINTENANCE AND GOOD OPERATING CONDITION _ TEST MANUALLY CLEARED, CHECK EVR, READINESS PENDING; OPERATING SITE W/O ALL REQUIRED RECORDS FOR ALARMS AND ALL REPAIRS AS REQUIRED; CONDUCT ANNUAL",PERIODIC INSPECTION IN OCT 2015; SHOW COMPLIANCE BY OPERATING SITE WITHOUT ALL RECORDS FOR ALARMS/REPAIRS FROM ALARMS. OPERATING FACILITY WITHOUT VALID PERMIT.
114998,P36744,VKT,470.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P36744&notice_type=NOV&fac_id=114998,A PERSON SHALL NOT: INSTALL ANY EQUIPMENT WITHOUT WRITTEN AUTHORIZATION FROM EXECUTIVE OFFICER. (INSTALLED VR204 WITHOUT PERMIT TO CONSTRUCT; OPERATE ANY EQUIPMENT WITHOUT FIRST OBTAINING A PERMIT TO OPERATE (OPERATED A VAPOR RECOVERY SYSTEM W/O VALID,PERMIT TO OPERATE).
178153,P64121,VKT,250.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64121&notice_type=NOV&fac_id=178153,Failing to obtain a P/C before installing a diesel ICE rated at >50hp. Operating a disel ICE rated at >50hp without first obtaining a P/O.,
