facility id,notification,Attorney,Total,url,violation_data,equipment
167760,P52291,NSF,25000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P52291&notice_type=NOV&fac_id=167760,Operation of an ICE without a permit.,
166033,P55147,NSF,450000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55147&notice_type=NOV&fac_id=166033,Manufacture for Sale of Carlisle Syntec Low VOC Bonding Adhesive.  The Product with a VOC Content of 490 g/L Exceeds the VOC Content Limit of 250 g/L for Single Ply Roof Membrane Adhesives.,
800030,P48742,JMP,24000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P48742&notice_type=NOV&fac_id=800030,"(1) Light service leak above 50,000 ppm - 5 counts (2) Open-ended line - 1 count (3) Visible opening in separator cover material - 3 counts (4) Process drains operating without water sea control - 5 counts (5) Tank 292 not in good operating condition (6)","(6) Tank 463 not in good operating conditiion.
Equipment: Multiple locations and equipment"
170511,P59457,PH3,600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59457&notice_type=NOV&fac_id=170511,"-203(a) for operating a paint spray booth with a permit to operate and
-109 for not maintaining records of amount of paint sprayed.",PSB
96326 ,P30661,TRB,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P30661&notice_type=NOV&fac_id=96326 ,"Operating a 30,000-gallon propane storage tank without a permit to operate.",
96326 ,P53339,TRB,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53339&notice_type=NOV&fac_id=96326 ,Exceeding the alotted .25 pounds/day limit of Ethylene Oxide used in the ETO equipment; Operating ETO abator without a temperature measurement device; Operating more than 1 sterilizer at a time; Failure to submit an I&M; plan to the Executive Officer by 8/,
96326 ,P57531,TRB,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57531&notice_type=NOV&fac_id=96326 ,Operating contrary to permit conditions.  Failure to conduct a source test.  Failure to shut down engine after an excess emission check.  Failure to submit quarterly reports.  Failure to conduct portable analyzer checks.  Failure to conduct a bi-annual le,Natural Gas Engine; Diesel Engines; ETO sterliziers; Boilers
96326 ,P57531,FAC,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57531&notice_type=NOV&fac_id=96326 ,Operating contrary to permit conditions.  Failure to conduct a source test.  Failure to shut down engine after an excess emission check.  Failure to submit quarterly reports.  Failure to conduct portable analyzer checks.  Failure to conduct a bi-annual le,Natural Gas Engine; Diesel Engines; ETO sterliziers; Boilers
96326 ,P57531,INT,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57531&notice_type=NOV&fac_id=96326 ,Operating contrary to permit conditions.  Failure to conduct a source test.  Failure to shut down engine after an excess emission check.  Failure to submit quarterly reports.  Failure to conduct portable analyzer checks.  Failure to conduct a bi-annual le,Natural Gas Engine; Diesel Engines; ETO sterliziers; Boilers
168756,P59050,KRW,250.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59050&notice_type=NOV&fac_id=168756,1Not obtaining a written permit for such fire by the local fire protection agency or the Executive Officer.  2 Not obtaining a Burn Authorization Number from the Executive Officer for each day of burning. 3Not obtaining a written permit for the burn from,
167885,P58544,KRW,700.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58544&notice_type=NOV&fac_id=167885,FAILURE TO MAINTAIN A SEMIANNUAL TEST SCHEDULE -FACILITY HAS LESS THAN 12 MONTHS OF THROUGHPUT DURING THE PREVIOUS TEST CYCLE,
70028,P57460,JMP,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57460&notice_type=NOV&fac_id=70028,"Operation of one Paint Spray Booth (Floor Type) without a valid AQMD Permit to Operate; and, failure to keep ANY USAGE RECORDS on paints and solvents used at the shop in 2010 and 2011 per AQMD Rules 203(a) and 109(c)(1).",Paint Spray Booth (Floor Type) OLD INACTIVE PO #'S:  F57648 & D09309.
160063,P61052,NSF,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61052&notice_type=NOV&fac_id=160063,REMOVING ASBESTOS-CONTAINING CONSTRUCTION MATERIALS WITHOUT HAVING A CAL/OSHA REGISTRATION NUMBER.,
135681,P60001,NSF,850.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60001&notice_type=NOV&fac_id=135681,Operating a cement storage tank without an active Permit to Operate,Cement storage tank
800003,P57810,JMP,10000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57810&notice_type=NOV&fac_id=800003,Facility failed to: (1) report the electronic emissions using all proper codes; (2) submit 500-ACC report for CY2011; (3) report accurate fuel usages of Large Source; (4) report accurate fuel usages of Process Units; and (5) report accurated R219 emission,RECLAIM
22364,P46798,TRB,7000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P46798&notice_type=NOV&fac_id=22364,EXCEEDANCE OF NOX ALLOCATION DURING THE SECOND QUARTER.,
169953,P53978,JMP,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53978&notice_type=NOV&fac_id=169953,1) NOT PERFORMING A PRIOR ASBESTOS SURVEY.  2) NOT REMOVING ALL ASBESTOS CONTAINING MATERIALS PRIOR TO RENOVATION WORK. 3) ACM NOT IN LEAK TIGHT TRANSPARENT BAGS. 4) DAMAGED ACM. 5) NOT WETTING ACM. 6) ACM NOT LOCKED & SECURED FROM THE PUBLIC.,7) NO RECORDS OF RENOVATION
8547,P49163,JMP,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P49163&notice_type=NOV&fac_id=8547,1) FAILED TO RECONCILE QUARTERLY NOX EMISSIONS IN THE THIRD AND FOURTH QTRS; 2) NOX EMISSIONS FROM THE BEGINNING OF THE 2010 COMPLIANCE YEAR THROUGH THE END OF THE LAST QTR. EXCEEDED THE ANNUAL NOX EMISSIONS ALLOCATION IN EFFECT AT THE END OF THE,RECONCILLIATION PERIODS FOR THOSE QUARTERS.
8547,P49163,INT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P49163&notice_type=NOV&fac_id=8547,1) FAILED TO RECONCILE QUARTERLY NOX EMISSIONS IN THE THIRD AND FOURTH QTRS; 2) NOX EMISSIONS FROM THE BEGINNING OF THE 2010 COMPLIANCE YEAR THROUGH THE END OF THE LAST QTR. EXCEEDED THE ANNUAL NOX EMISSIONS ALLOCATION IN EFFECT AT THE END OF THE,RECONCILLIATION PERIODS FOR THOSE QUARTERS.
149814,P57463,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57463&notice_type=NOV&fac_id=149814,FAILURE TO SUBMIT TITLE-V FORM 500-SAM ON TIME.,FP
174165,P58994,TRB,1440.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58994&notice_type=NOV&fac_id=174165,"The company was operating a Deutz diesel engine, rated 188 HP (serial no. 7155898) and a System West screening unit (serial no. 06-0186A) without first obtaining a valid AQMD P/O.","screening plant, emergency diesel fueled ICE"
138073,P62202,TRB,200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62202&notice_type=NOV&fac_id=138073,FAILURE TO COMPLY WITH NTC #E14724; TESTING OUTSIDE OF TESTING MONTHS ESTABLISHED BASED ON DATE OF THE PERFORMANCE TEST; REVERIFICATION TESTS SHOULD BE COMPLETED ON A SEMIANNUAL SCHEDULE OF FEBRUARY/AUGUST,
146984,P58941,TRB,585.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58941&notice_type=NOV&fac_id=146984,Failing to inspect for vapor and liquid leaks; Failing to maintain operating records; failing to store still residue and used filter material and other waste in a closed container.,Petroleum solvent dry cleaning machine
171472,P62217,TRB,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62217&notice_type=NOV&fac_id=171472,Operating a gasoline dispensing facility without a valid SCAQMD permit to operate.,
