facility id,notification,Attorney,Total,url,violation_data,equipment
170662,P58835,INT,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58835&notice_type=NOV&fac_id=170662,Operating two anhudrous ammonia tanks rated greater than 500 pounds without a permit to operate.,
16211,P60104,INT,3600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60104&notice_type=NOV&fac_id=16211,Failed to perform source testing on six cogen systems.,Six cogeneration systems.
90057,P59960,INT,6000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59960&notice_type=NOV&fac_id=90057,FAILURE TO CONDUCT REVERIFICATION TEST 6 MONTHS AFTER LAST SUCCESSFUL TEST,
172857,P59146,INT,1575.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59146&notice_type=NOV&fac_id=172857,OPERATING A GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT. OPERATING CONTRARY TO CARB EXECUTIVE ORDERS: OPERATING A GASOLINE DISPENSING FACILITY WITHOUT A PHASE II EVR CERTIFIED PROCESSOR,
144633,P59966,INT,360.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59966&notice_type=NOV&fac_id=144633,OPERATING A GASOLINE DISPENSING FACILITY CONTRARY TO CARB EXECUTIVE ORDERS AND MANUFACTURER'S SPECIFICATIONS: NOZZLE #7 HAS FAULTY INSERTION INTERLOCK MECHANISM.,
148610,P59983,INT,425.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59983&notice_type=NOV&fac_id=148610,Failure to conduct reverification test in the correct testing month (September).,
164847,P59836,INT,1400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59836&notice_type=NOV&fac_id=164847,Exceeding 650 t/mo throughput limit of condition #6 of permit G11512.  Exceeding 216 t/mo throughput limit of condition #4 of permit G11513.,Batch plant
105281,P60019,INT,900.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60019&notice_type=NOV&fac_id=105281,"Failing to submit the Form 500-SAM for January 1 - June 30, 2012 by the due date of 08/31/2012",
63249 ,P58411,INT,2750.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58411&notice_type=NOV&fac_id=63249 ,"1.	Failure to conduct source test once every three years for sellers 13.300 mmbtu/hr boiler.
2.	Failure to comply with permit F64878 conditions #6 (tuned at least twice a year),  and #10 (records of total NOX emissions).",
74824 ,P59896,INT,940.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59896&notice_type=NOV&fac_id=74824 ,FAILURE TO REPLACE THE UNMARKED BREAKAWAY ON PUMP #1 WITH ONE THAT IS CLEARLY AND PERMANENTLY MARKED WITH THE QUALIFIED MANUFACTURER'S NAME AND MODEL NUMBER AS CERTIFIED BY CARB,
51097 ,P59985,INT,1950.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59985&notice_type=NOV&fac_id=51097 ,"Violation of permit condition N20746: exceeding throughput limit of 208,000 gal/mo.",
154008,P51585,INT,250.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P51585&notice_type=NOV&fac_id=154008,operation of spray booth with an expired non renewable permit,Spray Booth
24006 ,HRB2141,NAS,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2141&notice_type=NOV&fac_id=24006 ,,
24006 ,HRB2141,FAC,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2141&notice_type=NOV&fac_id=24006 ,,
24006 ,HRB2141,INT,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2141&notice_type=NOV&fac_id=24006 ,,
164009,HRB2142,NAS,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2142&notice_type=NOV&fac_id=164009,,
166475,HRB2148,NAS,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2148&notice_type=NOV&fac_id=166475,,
147371,HRB2140,KCM,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2140&notice_type=NOV&fac_id=147371,,
107891,HRB2146,NAS,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2146&notice_type=NOV&fac_id=107891,,
107891,HRB2146,FAC,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2146&notice_type=NOV&fac_id=107891,,
107891,HRB2146,INT,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2146&notice_type=NOV&fac_id=107891,,
102611,"PALM SPRINGS UNI SCH DIST., JAMES WORK 203, 1470",NAS,500.0,"http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=PALM SPRINGS UNI SCH DIST., JAMES WORK 203, 1470&notice_type=NOV&fac_id=102611",,
100600,HRB2147,KCM,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2147&notice_type=NOV&fac_id=100600,,
100600,Penalty period covers April 2013.,KCM,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=Penalty period covers April 2013.&notice_type=NOV&fac_id=100600,,
49111,HRB2145,NAS,7500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2145&notice_type=NOV&fac_id=49111,,
12505,HRB2139,KCM,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2139&notice_type=NOV&fac_id=12505,,
138372,HRB2136,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2136&notice_type=NOV&fac_id=138372,,
138372,HRB2136,FAC,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2136&notice_type=NOV&fac_id=138372,,
138372,HRB2136,INT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2136&notice_type=NOV&fac_id=138372,,
138372,HRB2143,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2143&notice_type=NOV&fac_id=138372,,
2013,HRB2143,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2143&notice_type=NOV&fac_id=2013,,
138372,HRB2144,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2144&notice_type=NOV&fac_id=138372,,
2013,HRB2144,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2144&notice_type=NOV&fac_id=2013,,
165209,HRB2137,JMP,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2137&notice_type=NOV&fac_id=165209,,
165209,HRB2137,INT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2137&notice_type=NOV&fac_id=165209,,
5998 ,P55533,NSF,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P55533&notice_type=NOV&fac_id=5998 ,Failed to reconcile quarterly NOx emissions in the last quarter of 2012 CY.  NOx emissions from the beginning of the 2012 CY through the end of the last quarter exceeded the annual NO emissions allocation in effect at the end of the reconciliation period,
107741,P57988,KCM,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57988&notice_type=NOV&fac_id=107741,Operating a perchloroethylene dry cleaning machine without completing an ATCM refresher course,Dry Cleaning Machine
117951,P61159,MJR,6000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61159&notice_type=NOV&fac_id=117951,Operating a Generac 6-cylinder emergency generator engine greater than 50 bhp without a permit to operate.,
117951,P61158,MJR,6000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61158&notice_type=NOV&fac_id=117951,Operating a CAT 6-cylinder emergency generator engine without a Permit to Operate; Failure to submit a multi-engine compliance plan.,
117951,P58047,MJR,6000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58047&notice_type=NOV&fac_id=117951,Operating a Generac 6-cylinder engine without a permit to operate.,
