facility id,notification,Attorney,Total,url,violation_data,equipment
177014,P60414,KCM,4800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60414&notice_type=NOV&fac_id=177014,Releasing air contaminants causing nuisance to a considerable number of people.,
177014,P60413,KCM,4800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60413&notice_type=NOV&fac_id=177014,Releasing air contaminants causing nuisance to a considerable number of people.,
177014,P60411,KCM,4800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60411&notice_type=NOV&fac_id=177014,Releasing air contaminants causing nuisance to a considerable number of people.,
151388,P60821,KCM,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60821&notice_type=NOV&fac_id=151388,1. Failure to conduct reverification test 6 months after last successful test. 2. Failure to post appropriate AQMD signs on all dispensers. 3. Operating after failed tests: 3/4 and 5/6 failed the AB test.,
44790 ,P58593,NAS,2000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58593&notice_type=NOV&fac_id=44790 ,"Operation of 1 boiler >1 million BTUs without a valid Rule 222 registration, operation of 1 boiler >1 million BTUs without demonstrating compliance with required emission limits, failure to submit registration for AC refrigerants >50 lbs per circuit","boilers, AC units"
44790 ,P58598,NAS,2000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58598&notice_type=NOV&fac_id=44790 ,Operation of 1  boiler >1 million BTUs without demonstrating compliance with required emission limits; failure to submit a registration plan for AC refrigerants >50 pounds per circuit.,"boiler, chillers"
166888,P53013,NSF,11000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53013&notice_type=NOV&fac_id=166888,OPERATING SOIL VAPOR EXTRACTION AND TREATMENT SYSTEM CONTRARY TO PERMIT CONDITION #11 AND #21 OF PERMIT TO OPERATE G16338.,
103684,P59474,LBN,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59474&notice_type=NOV&fac_id=103684,461(e)(2)(B)       shall conduct and successfully pass the reverification test annually (2011 last test),gasoline storage
117882,P59373,NAS,20000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59373&notice_type=NOV&fac_id=117882,Failing to demonstrate NOx emission limit compliance by 7/1/14 and 7/11/12 for two ovens associated with screen printing processes operated under permit to operate F25419 and F25420.  Failing to meet facility Title V requirements.,
129660,P54926,NAS,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54926&notice_type=NOV&fac_id=129660,"OPERATING AN INTERNAL COMBUSTION ENGINE CONTRARY TO PERMIT CONDITION IN A MANNER EXCEEDING EMISSION CONCENTRATION LIMIT (PTO G17020, CONDITION 13).",
129660,P54926,FAC,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54926&notice_type=NOV&fac_id=129660,"OPERATING AN INTERNAL COMBUSTION ENGINE CONTRARY TO PERMIT CONDITION IN A MANNER EXCEEDING EMISSION CONCENTRATION LIMIT (PTO G17020, CONDITION 13).",
129660,P54926,INT,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54926&notice_type=NOV&fac_id=129660,"OPERATING AN INTERNAL COMBUSTION ENGINE CONTRARY TO PERMIT CONDITION IN A MANNER EXCEEDING EMISSION CONCENTRATION LIMIT (PTO G17020, CONDITION 13).",
59618 ,P54973,BTG,9000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P54973&notice_type=NOV&fac_id=59618 ,(1) Failed to submit the 1st QCER for the 2012 CY within 30 days after the end of the quarter; (2) Failed to report NOx Large Source and Process Unit natural gas fuel usage in units of millions of standard cubic feet per month or quarter; and (3) Failed,to conduct annual tune-ups for Devices D4 and D31
6331 ,P62001,TRB,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62001&notice_type=NOV&fac_id=6331 ,The facility failed to meet the increments of progress (4&5) for the order for abatement granted by the Hearing Board (case# 5852-2).,boilers
126498,P61609,KCM,1600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61609&notice_type=NOV&fac_id=126498,Failed to conduct a relative accuracy audit in calendar years 2013 and 2014 for the stack flow monitor.  Failed to conduct an NH3 source test in calendar years 2013 and 2014 for furnace D36.,
123715,P61225,MJR,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61225&notice_type=NOV&fac_id=123715,"Operating one Cummins diesel fueled ICE, P/O R-F37724, rated greater than 50 bhp located less than 100 meters from an existing school without demonstrating diesel PM standards and for non-emergency use on school days between 7:30 and 4:30.",
