facility id,notification,Attorney,Total,url,violation_data,equipment
47212 ,P64265,PH3,1170.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64265&notice_type=NOV&fac_id=47212 ,"GASOLINE DISPENSING FACILITY OPERATING DISPENSERS #7, #8 AFTER FAILED TEST (EXHIBIT 9 - ISD VAPOR FLOW METER OPERABILITY TEST). BOTH DISPENSERS WERE TAGGED OUT ON THIS DATE. TAGS #09063 AND 09064.",
117076,P63014,PH3,375.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63014&notice_type=NOV&fac_id=117076,"FAILURE TO CONDUCT VAPOR RECOVERY RE-VERIFICATION TESTS SEMI-ANNUALLY AS REQUIRED FOR A FACILITY WITH A MAXIMUM MONTHLY THROUGH-PUT OF 100,000 GALLONS OR GREATER.",
18524 ,P56990,PH3,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56990&notice_type=NOV&fac_id=18524 ,Operating a Petroleum Dry Cleaning Machine without a valid permit to operate [R203(a)],Petroleum Dry Cleaning Machine
13510 ,P62489,PH3,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62489&notice_type=NOV&fac_id=13510 ,Failure to comply with P/O R-M63297 condition 3 by exceeding the maintenance and testing hour limit,emergency ICE
164968,P62349,PH3,950.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62349&notice_type=NOV&fac_id=164968,Failure to ensure that all underground storage tank installation and associated piping meet all requirements under the applicable CARB Executive orders including the corresponding installation operation and maintenance manual.,
148449,P63650,PH3,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler
148449,P63650,FAC,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler
148449,P63650,INT,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler
133877,P60945,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60945&notice_type=NOV&fac_id=133877,FAILURE TO SHOW COMPLIANCE BY OPERATING NOZZLES 3 AND 4 WITH FAULTY INTERLOCKING MECHANISMS.,
170155,P64251,INT,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64251&notice_type=NOV&fac_id=170155,OPERATING A GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT ANDCONTRARY TO CARB EXECUTIVE ORDER AND MANUFACTURER'S SPECIFICATIONS - BREAKAWAY INSTALLED INCORRECTLY (UPSIDE DOWN) ON PUMP #3.,
50300 ,P63953,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63953&notice_type=NOV&fac_id=50300 ,Facility exceeded monthly & yearly limit allowed by permit conditions 5 & 6.,Storage Tank
142972,P63702,INT,200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63702&notice_type=NOV&fac_id=142972,Failed to take refresher ATCM refresher course for Perchloroehylene dry cleaner operators,Perchloroethylene Dry Cleaning equipment
170326,P61257,INT,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61257&notice_type=NOV&fac_id=170326,OPERATING A GAOSLINE DISPENSING FACILITY WITH A MAJOR DEFECT: TORN BALANCE HOSE (CURB) AT FUELING POINT #5.,
16889 ,P61257,INT,5491.17,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61257&notice_type=NOV&fac_id=16889 ,OPERATING A GAOSLINE DISPENSING FACILITY WITH A MAJOR DEFECT: TORN BALANCE HOSE (CURB) AT FUELING POINT #5.,
