facility id,notification,Attorney,Total,url,violation_data,equipment
800026,P10406,JMP,124000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P10406&notice_type=NOV&fac_id=800026,FAILURE TO COMPLY WITH PERMIT CONDITION B61.1,
800026,P53548,JMP,124000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53548&notice_type=NOV&fac_id=800026,SELF REPORTED DEVIATIONS. PLEASE SEE ATTACHED TABLE.,
800026,P53549,JMP,124000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53549&notice_type=NOV&fac_id=800026,"R1173(d)(1)(B): THREADED CONNECTOR LEAKING 100,000 PPM. R1173(d)(1)(E): 3 COUNTS OPEN ENDED LINE.",
800026,P61000,JMP,124000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61000&notice_type=NOV&fac_id=800026,"FAILURE TO MONITOR PRESENCE OF A PILOT FLARE USING A THERMOCOUPLE AS REQUIRED BY SECTION I, CONDITION 12 OF FACILITY PERMIT AND RULE 1118(g)(6)",
800026,P61001,JMP,124000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61001&notice_type=NOV&fac_id=800026,"OPERATING BOILER 86-B-9002(D1950) CONTRARY TO SECTION E, CONDITION 4 OF THE FACILITY PERMIT.",
73022 ,P57309,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57309&notice_type=NOV&fac_id=73022 ,"Operating Device #D16 greater than 500 hours during the compliance year, in violation of FPO Condition C1.3.",
153004,P49223,PH3,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P49223&notice_type=NOV&fac_id=153004,Operating a gasoline dispensing facility without a certified Phase II Enhanced vapor recovery system.,
153004,P56678,PH3,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56678&notice_type=NOV&fac_id=153004,Failure to conduct weekly inspections. Failure to conduct quarterly inspections. Failure to conduct daily inspections. Failure to complete reverification tests annually. Operating a gasoline transfer and dispensing facility after failing performance test,(static torque 4/20/11)
153004,P59973,PH3,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59973&notice_type=NOV&fac_id=153004,OPERATING A GASOLINE DISPENSING FACILTY WITHOUT A VALID PERMIT TO OPERATE,
153004,P59973,INT,2500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59973&notice_type=NOV&fac_id=153004,OPERATING A GASOLINE DISPENSING FACILTY WITHOUT A VALID PERMIT TO OPERATE,
45960 ,SRV95,KCM,229000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=SRV95&notice_type=NOV&fac_id=45960 ,,
159146,SRV95,NAS,10000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=SRV95&notice_type=NOV&fac_id=159146,,
128931,P58849,NAS,1200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58849&notice_type=NOV&fac_id=128931,"Operating one Cummins diesel fueled ICE, M/N # QSM11-G2, S/N 35081367, without a valid permit to operate with accurate description. Operating an ICE located within 100 meters from a school for non-emergency purposes during school hours on a school day.",
40828 ,P60206,NAS,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60206&notice_type=NOV&fac_id=40828 ,"OPERATING CONTRARY TO PERMIT CONDITIONS AND CARB EXECUTIVE ORDERS AND MANUFACTURER SPECIFICATIONS: MANUALLY CLEARING ISD ALARMS, FAILURE TO PROVIDE RECORDS OF ISD ALARMS & PROCEDURES FOLLOWED TO CLEAR ALARMS.",
